#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
429753	855704	853274	35799	33594	YNL027W	YJL165C	CRZ1	HAL5	HAL8|TCN1|DNA-binding transcription factor CRZ1|L000004202	protein kinase HAL5|L000000751	Dosage Rescue	genetic	Zhao J (2010)	20206679	559292	559292	Low Throughput	-	-	metal resistance:wild type	Overexpression of HAL5 suppresses the lithium sensitivity of the single mutant.	-	BIOGRID
541546	855704	853718	35799	33997	YNL027W	YKL139W	CRZ1	CTK1	HAL8|TCN1|DNA-binding transcription factor CRZ1|L000004202	cyclin-dependent serine/threonine protein kinase CTK1|L000000432	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.751702	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
2387626	855704	851153	35799	31692	YNL027W	YLR433C	CRZ1	CNA1	HAL8|TCN1|DNA-binding transcription factor CRZ1|L000004202	CMP1|calcineurin catalytic subunit A|L000000370	Reconstituted Complex	physical	Goldman A (2014)	24930733	559292	559292	Low Throughput	-	-	-	-	-	BIOGRID
2387657	855704	854946	35799	35110	YNL027W	YML057W	CRZ1	CMP2	HAL8|TCN1|DNA-binding transcription factor CRZ1|L000004202	CNA2|calcineurin catalytic subunit A|L000000368	Reconstituted Complex	physical	Goldman A (2014)	24930733	559292	559292	Low Throughput	-	-	-	-	-	BIOGRID
410948	855656	853760	35755	34032	YNL068C	YKL101W	FKH2	HSL1	forkhead family transcription factor FKH2|L000002608	ELM2|NIK1|protein kinase HSL1|L000003129|L000002839	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.4007	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
410949	855656	853818	35755	34085	YNL068C	YKL048C	FKH2	ELM1	forkhead family transcription factor FKH2|L000002608	LDB9|serine/threonine protein kinase ELM1|L000000548	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1977	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
541560	855656	853818	35755	34085	YNL068C	YKL048C	FKH2	ELM1	forkhead family transcription factor FKH2|L000002608	LDB9|serine/threonine protein kinase ELM1|L000000548	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-6.716983	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
541785	855656	851536	35755	32030	YNL068C	YDL025C	FKH2	RTK1	forkhead family transcription factor FKH2|L000002608	putative serine/threonine protein kinase RTK1	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-6.848588	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542392	855656	853760	35755	34032	YNL068C	YKL101W	FKH2	HSL1	forkhead family transcription factor FKH2|L000002608	ELM2|NIK1|protein kinase HSL1|L000003129|L000002839	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-8.496101	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542734	855656	852077	35755	32520	YNL068C	YDR466W	FKH2	PKH3	forkhead family transcription factor FKH2|L000002608	protein kinase PKH3	Positive Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	2.298189	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542838	855656	851421	35755	31927	YNL068C	YDL134C	FKH2	PPH21	forkhead family transcription factor FKH2|L000002608	phosphoprotein phosphatase 2A catalytic subunit PPH21|L000001472	Positive Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	2.096625	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543003	855656	856860	35755	36867	YNL068C	YER123W	FKH2	YCK3	forkhead family transcription factor FKH2|L000002608	CKI3|casein kinase YCK3|L000002915	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.837568	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543030	855656	854992	35755	35153	YNL068C	YML016C	FKH2	PPZ1	forkhead family transcription factor FKH2|L000002608	L000001478	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.759839	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543068	855656	853688	35755	33971	YNL068C	YKL166C	FKH2	TPK3	forkhead family transcription factor FKH2|L000002608	cAMP-dependent protein kinase catalytic subunit TPK3|L000002327	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.631981	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543084	855656	856482	35755	36517	YNL068C	YHR082C	FKH2	KSP1	forkhead family transcription factor FKH2|L000002608	putative serine/threonine protein kinase KSP1|L000000921	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.708304	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543141	855656	853275	35755	33595	YNL068C	YJL164C	FKH2	TPK1	forkhead family transcription factor FKH2|L000002608	PKA1|SRA3|cAMP-dependent protein kinase catalytic subunit TPK1|L000002045	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.713584	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543173	855656	854776	35755	34955	YNL068C	YIL035C	FKH2	CKA1	forkhead family transcription factor FKH2|L000002608	casein kinase 2 catalytic subunit CKA1|L000000343	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.576197	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543292	855656	850366	35755	30987	YNL068C	YCR008W	FKH2	SAT4	forkhead family transcription factor FKH2|L000002608	HAL4|serine/threonine protein kinase SAT4|L000004136	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.623304	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543489	855656	853313	35755	33628	YNL068C	YJL128C	FKH2	PBS2	forkhead family transcription factor FKH2|L000002608	HOG4|SFS4|SSK4|mitogen-activated protein kinase kinase PBS2|L000001346|L000001874	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.065769	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543554	855656	851457	35755	31961	YNL068C	YDL101C	FKH2	DUN1	forkhead family transcription factor FKH2|L000002608	serine/threonine protein kinase DUN1|L000000531	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.906019	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543562	855656	850568	35755	31166	YNL068C	YFR014C	FKH2	CMK1	forkhead family transcription factor FKH2|L000002608	calmodulin-dependent protein kinase CMK1|L000000366	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.977021	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543572	855656	852265	35755	32682	YNL068C	YBL016W	FKH2	FUS3	forkhead family transcription factor FKH2|L000002608	DAC2|mitogen-activated serine/threonine-protein kinase FUS3|L000000655	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-5.407472	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
